data_source,split,survey_type,item_id,worker_id,prolific_id,age,ethnicity,gender,race,item_story,item_question,item_answers,understandability,coherent_q_a,unambiguous,average_rating
dodell,1,expert,dodell_00,78,8814da68-c840-4922-865f-b1714fe7cf6f,41,non_hispanic,male,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,2,1,2.3333333333333335
dodell,1,expert,dodell_00,93,9fb816e9-761b-44a1-b4c8-0241a4407b36,35,non_hispanic,male,multiracial,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,4,2,3.6666666666666665
dodell,1,expert,dodell_00,52,a6ad3cc6-f428-4662-9ba7-051345811c26,32,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,4,3,3.6666666666666665
dodell,1,expert,dodell_00,57,baf7922c-2476-41da-b15b-d48c61921017,35,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,4,4.666666666666667
dodell,1,expert,dodell_00,20,bf5948e7-e86b-4b3b-a167-caf4ddee7f75,28,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,1,expert,dodell_00,40,c70698a7-a2ca-494d-a156-302885e8935e,31,non_hispanic,female,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,3,4.333333333333333
dodell,1,expert,dodell_00,30,e1681bbf-192c-447e-bde7-18d7cf3daf0b,36,non_hispanic,male,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",3,2,2,2.3333333333333335
dodell,1,expert,dodell_00,120,ed784958-afac-4736-8696-7115b20a27d3,39,non_hispanic,male,black,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",3,2,2,2.3333333333333335
dodell,1,expert,dodell_00,83,f4a5f0f7-a6df-4fff-ab6e-ec218778af65,35,hispanic,male,white,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,1,expert,dodell_00,67,f7f7e837-5035-4111-8619-8d7bee329f9f,41,non_hispanic,male,asian,"The weather was so warm today that all the tulips in Pam's backyard suddenly bloomed. The tulips next to Pam's office still have not yet flowered, though. Pam has been at work all day.","When Pam is driving home after work, does she assume her tulips have bloomed?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,1,expert,dodell_01,11,07e86885-fb8f-4e27-9c30-a830116920a0,25,non_hispanic,male,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,5,5.0
dodell,1,expert,dodell_01,45,3543ff78-e117-4d8c-857d-d8c01fb2d5c1,32,non_hispanic,prefer not to say,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,4,4,4.333333333333333
dodell,1,expert,dodell_01,10,62218e8d-8245-4bd5-8a5d-842e70f91c4e,24,hispanic,male,other,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,4,3,4.0
dodell,1,expert,dodell_01,141,625fc0bd-cfe8-4795-ad89-68d62d23db1b,34,hispanic,male,multiracial,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,4,5,4.666666666666667
dodell,1,expert,dodell_01,138,77b9dd9e-985c-4983-9402-0c70513f8447,23,non_hispanic,male,asian,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,5,5.0
dodell,1,expert,dodell_01,125,7d1a2c67-f78b-401a-b8a1-92674eb35d0d,33,non_hispanic,male,black,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",2,2,2,2.0
dodell,1,expert,dodell_01,139,7f5e1914-6e47-475e-bb88-11602fc9ef4c,32,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,1,1,2.0
dodell,1,expert,dodell_01,143,80623f25-e08f-4941-ac04-9458f87c8d88,36,non_hispanic,male,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,4,3,3.6666666666666665
dodell,1,expert,dodell_01,98,8381f86a-8d5c-43a8-8e32-e101e2e444fa,38,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,2,2,2.6666666666666665
dodell,1,expert,dodell_01,88,857f9d08-b68a-4a45-9604-12d579411f69,46,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,4,2,3.3333333333333335
dodell,1,expert,dodell_01,78,8814da68-c840-4922-865f-b1714fe7cf6f,41,non_hispanic,male,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",3,3,2,2.6666666666666665
dodell,1,expert,dodell_01,93,9fb816e9-761b-44a1-b4c8-0241a4407b36,35,non_hispanic,male,multiracial,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,5,5.0
dodell,1,expert,dodell_01,52,a6ad3cc6-f428-4662-9ba7-051345811c26,32,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,5,5,4.666666666666667
dodell,1,expert,dodell_01,57,baf7922c-2476-41da-b15b-d48c61921017,35,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,4,4.666666666666667
dodell,1,expert,dodell_01,20,bf5948e7-e86b-4b3b-a167-caf4ddee7f75,28,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,5,5.0
dodell,1,expert,dodell_01,40,c70698a7-a2ca-494d-a156-302885e8935e,31,non_hispanic,female,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,3,4.333333333333333
dodell,1,expert,dodell_01,30,e1681bbf-192c-447e-bde7-18d7cf3daf0b,36,non_hispanic,male,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,4,2,3.3333333333333335
dodell,1,expert,dodell_01,120,ed784958-afac-4736-8696-7115b20a27d3,39,non_hispanic,male,black,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,4,1,3.0
dodell,1,expert,dodell_01,83,f4a5f0f7-a6df-4fff-ab6e-ec218778af65,35,hispanic,male,white,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",4,4,2,3.3333333333333335
dodell,1,expert,dodell_01,67,f7f7e837-5035-4111-8619-8d7bee329f9f,41,non_hispanic,male,asian,"Susie parked her sports car in the driveway. In the middle of the night, Nathan moved her car into the garage to make room for his minivan. Susie woke up early in the morning.","When Susie wakes up, does she see the minivan in the driveway?","['no (Correct Answer)', 'yes']",5,5,5,5.0
dodell,2,expert,dodell_02,19,0c331fa3-43eb-45f9-b0f6-b5765106c932,35,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,4,4.0
dodell,2,expert,dodell_02,121,0ebb0749-77d8-4acb-9ee6-9cc7303c29f5,33,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,4,4.0
dodell,2,expert,dodell_02,60,21e4d374-8a91-4e03-9300-44bcf94499c1,27,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,5,5,4.666666666666667
dodell,2,expert,dodell_02,102,295f1f76-b03d-4428-811b-bce9c52c02f8,31,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,15,2cf783cb-6bee-4d6a-bc51-e388fc61d1bc,38,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,4,4.0
dodell,2,expert,dodell_02,118,31e53f1a-d3c0-408b-a28e-d3eef83b8672,24,non_hispanic,male,multiracial,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,92,39e5eacd-a45e-4575-bafe-47308d5f73fd,48,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,4,4.0
dodell,2,expert,dodell_02,69,50156ef5-0160-4200-8897-b869f666c1ec,38,non_hispanic,female,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,4,4.0
dodell,2,expert,dodell_02,77,6202329c-3b2d-4cb1-9c2c-8280016d11b4,61,non_hispanic,female,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,4,5,4.333333333333333
dodell,2,expert,dodell_02,50,6e513b90-55cf-464b-8944-885e6ec63c0b,20,non_hispanic,female,black,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,29,75c94a7f-fbb9-473d-a7a2-d3ffe0091fdf,30,non_hispanic,female,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,131,9fa69c69-5d4f-43dc-b4f5-37e678ac45fa,31,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,127,bc39792c-08b5-4515-a9e1-68a89df7e8b4,23,non_hispanic,male,asian,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,34,bd71b744-00e0-477d-8333-154b203f038b,24,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",2,2,2,2.0
dodell,2,expert,dodell_02,72,c0f03efd-14f9-4f6e-a537-11aa58bffa55,33,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,39,cc584250-ec9c-490e-9864-c374866e1e51,53,non_hispanic,female,multiracial,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,5,5,4.666666666666667
dodell,2,expert,dodell_02,140,ce77783e-ce8c-48f1-8510-42d05993864f,35,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_02,44,d32bce91-d956-42d6-a838-4269acc7dd08,49,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,3,4,3.6666666666666665
dodell,2,expert,dodell_02,87,f4f30114-f0c2-49cb-a96a-bfb4fc987bd2,34,non_hispanic,male,white,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",4,5,5,4.666666666666667
dodell,0,expert,dodell_02,64,26f5dffe-1d9a-4a78-9a21-15b4b6074a9c,28,non_hispanic,male,multiracial,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",2,3,5,3.3333333333333335
dodell,0,expert,dodell_02,28,49c203ef-8aa7-4d95-bda3-e62703f8996e,22,non_hispanic,male,asian,"The morning of the high school dance Sarah placed her high heel shoes under her dress and then went shopping. That afternoon, her sister borrowed the shoes and later put them under Sarah's bed.","When Sarah gets ready, does she assume her shoes are under her dress?","['yes (Correct Answer)', 'no']",5,5,5,5.0
dodell,2,expert,dodell_03,19,0c331fa3-43eb-45f9-b0f6-b5765106c932,35,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,2,expert,dodell_03,121,0ebb0749-77d8-4acb-9ee6-9cc7303c29f5,33,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,4,5,4.666666666666667
dodell,2,expert,dodell_03,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,2,3.3333333333333335
dodell,2,expert,dodell_03,60,21e4d374-8a91-4e03-9300-44bcf94499c1,27,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,102,295f1f76-b03d-4428-811b-bce9c52c02f8,31,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",3,4,5,4.0
dodell,2,expert,dodell_03,15,2cf783cb-6bee-4d6a-bc51-e388fc61d1bc,38,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,118,31e53f1a-d3c0-408b-a28e-d3eef83b8672,24,non_hispanic,male,multiracial,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,92,39e5eacd-a45e-4575-bafe-47308d5f73fd,48,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,2,expert,dodell_03,69,50156ef5-0160-4200-8897-b869f666c1ec,38,non_hispanic,female,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,2,expert,dodell_03,77,6202329c-3b2d-4cb1-9c2c-8280016d11b4,61,non_hispanic,female,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,5,4.333333333333333
dodell,2,expert,dodell_03,50,6e513b90-55cf-464b-8944-885e6ec63c0b,20,non_hispanic,female,black,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,29,75c94a7f-fbb9-473d-a7a2-d3ffe0091fdf,30,non_hispanic,female,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,2,expert,dodell_03,131,9fa69c69-5d4f-43dc-b4f5-37e678ac45fa,31,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,127,bc39792c-08b5-4515-a9e1-68a89df7e8b4,23,non_hispanic,male,asian,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,34,bd71b744-00e0-477d-8333-154b203f038b,24,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,4,4.0
dodell,2,expert,dodell_03,72,c0f03efd-14f9-4f6e-a537-11aa58bffa55,33,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",4,4,3,3.6666666666666665
dodell,2,expert,dodell_03,39,cc584250-ec9c-490e-9864-c374866e1e51,53,non_hispanic,female,multiracial,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
dodell,2,expert,dodell_03,140,ce77783e-ce8c-48f1-8510-42d05993864f,35,non_hispanic,male,white,Sally and Greg called ahead of time to make a reservation for the back-country cabin. The park ranger forgot to write down the reservation and two other hikers got to the cabin first.,"When Sally and Greg arrive, do they find their cabin unoccupied?","['yes', 'no (Correct Answer)']",5,5,5,5.0
